0.0908294	1	81	1404
0.0965736	2	87	1406
0.0969496	3	87	206
0.0999176	4	90	1406
0.10279	5	93	1406
0.103166	6	94	206
0.106134	7	97	1406
0.109006	8	100	1406
0.109382	9	100	206
0.11235	10	103	1406
0.115222	11	106	1406
0.115598	12	102	206
0.118566	13	104	1406
0.121438	14	102	1406
0.213274	15	63	206
0.216242	16	65	1406
0.224274	17	63	1406
0.231371	18	61	206
0.237363	19	65	1406
0.246451	20	65	1406
0.253043	21	64	206
0.256011	22	65	1406
0.265099	23	66	1406
0.271691	24	64	206
0.274659	25	66	1406
0.283747	26	67	1406
0.290339	27	66	206
0.293307	28	68	1406
0.302395	29	68	1406
0.308987	30	66	206
0.314827	31	71	1406
0.321043	32	70	1406
0.330513	33	71	206
0.333955	34	73	1406
0.345923	35	77	1406
0.355395	36	78	206
0.358363	37	80	1406
0.370805	38	86	1406
0.377403	39	86	206
0.383245	40	91	1406
0.392813	41	94	1406
0.402285	42	97	206
0.405253	43	99	1406
0.417221	44	104	1406
0.424293	45	105	206
0.430135	46	110	1406
0.442103	47	115	1406
0.452049	48	119	206
0.455017	49	121	1406
0.466985	50	125	1406
0.476931	51	128	206
0.479899	52	131	1406
0.485645	53	130	1406
0.492243	54	130	206
0.498559	55	135	1406
0.504305	56	135	1406
0.510903	57	134	206
0.517219	58	140	1406
0.522965	59	138	1406
0.529563	60	139	206
0.532531	61	141	1406
0.541625	62	143	1406
0.548223	63	142	206
0.551191	64	145	1406
0.563633	65	145	1406
0.570233	66	148	207
0.573203	67	150	1407
0.578951	68	148	1407
0.585551	69	151	207
0.588521	70	153	1407
0.594743	71	151	1407
0.597995	72	150	207
0.604313	73	156	1407
0.613409	74	160	1407
0.616661	75	159	207
0.619631	76	161	1407
0.625853	77	160	1407
0.632453	78	163	207
0.635423	79	165	1407
0.641171	80	164	1407
0.644897	81	163	207
0.650741	82	168	1407
0.656963	83	166	1407
0.669785	84	167	207
0.672755	85	170	1407
0.684725	86	169	1407
0.691325	87	164	207
0.694295	88	167	1407
0.706739	89	167	1407
0.709991	90	164	207
0.712961	91	167	1407
0.725405	92	167	1407
0.728657	93	164	207
0.731627	94	167	1407
0.744071	95	167	1407
0.750671	96	167	207
0.753641	97	170	1407
0.762737	98	170	1407
0.765989	99	164	207
0.768959	100	167	1407
0.778055	101	167	1407
0.788003	102	165	207
0.790973	103	167	1407
0.800069	104	167	1407
0.803321	105	164	207
0.806291	106	167	1407
0.812513	107	164	1407
0.819113	108	165	207
0.822083	109	168	1407
0.827831	110	163	1407
0.834431	111	161	207
0.837401	112	164	1407
0.843623	113	164	1407
0.850223	114	165	207
0.853193	115	168	1407
0.862289	116	172	1407
0.862667	117	167	207
0.865637	118	170	1407
0.874733	119	173	1407
0.877985	120	172	207
0.880955	121	175	1407
0.887177	122	177	1407
0.890429	123	173	207
0.893399	124	176	1407
0.902495	125	181	1407
0.909095	126	177	207
0.912065	127	180	1407
0.924517	128	180	1407
0.927771	129	173	207
0.930741	130	176	1407
0.943195	131	177	1407
0.949801	132	176	207
0.952771	133	179	1407
0.961873	134	176	1407
0.965127	135	174	207
0.968097	136	177	1407
0.980551	137	176	1407
0.987157	138	174	207
0.990127	139	177	1407
0.999229	140	177	1407
1.00248	141	173	207
1.00545	142	176	1407
1.01455	143	176	1407
1.02116	144	170	207
1.02413	145	173	1407
1.03323	146	173	1407
1.03696	147	170	207
1.03993	148	173	1407
1.04903	149	177	1407
1.05229	150	170	207
1.05526	151	173	1407
1.06148	152	174	1407
1.06474	153	167	207
1.06771	154	170	1407
1.07393	155	170	1407
1.07719	156	164	207
1.08016	157	167	1407
