19.7912	2109
19.7963	2109
19.8014	2109
19.8065	2109
19.8103	2109
19.8156	2109
19.821	2109
19.8218	2109
19.8263	2109
19.8321	2109
19.8321	2109
19.8385	2109
19.8437	2109
19.8443	2109
19.8498	2109
19.8555	2109
19.8555	2109
19.8619	2109
19.8665	2109
19.8685	2109
19.8736	2109
19.8787	2109
19.8817	2109
19.887	2109
19.8929	2109
19.8965	2109
19.9017	2109
19.9074	2109
19.9121	2109
19.9179	2109
19.9224	2109
19.9262	2109
19.9318	2109
19.9363	2109
19.9378	2109
19.9425	2109
19.9489	2109
19.9496	2109
19.9546	2109
19.96	2109
19.9612	2109
19.9662	2109
19.9716	2109
19.9735	2109
19.9788	2109
19.9839	2109
19.9853	2109
19.9905	2109
19.9953	2109
19.9984	2109
