19.8157	1858
19.8217	1858
19.8273	1858
19.8288	1858
19.8346	1858
19.8356	1858
19.8412	1858
19.8422	1858
19.8485	1858
19.8543	1858
19.8604	1858
19.8616	2432
19.8665	2432
19.8706	2432
19.8758	2432
19.8768	2432
19.8808	2432
19.8855	2418
19.8902	2418
19.8902	2418
19.8957	2418
19.9	2418
19.9	2418
19.9056	2418
19.9106	2418
19.9106	2418
19.9156	2418
19.9205	2418
19.9205	2418
19.9252	2418
19.9307	2418
19.9307	2418
19.9351	2418
19.9408	2418
19.9408	2418
19.9456	2418
19.9503	2418
19.9503	2418
19.9558	2418
19.9607	2418
19.9607	2418
19.9653	2418
19.9709	2418
19.975	2418
19.9796	2418
19.9839	2418
19.9883	2418
19.9924	2418
19.9975	2418
19.9991	2418
